Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend
916,"Graphic Design",Fiverr,Expert,Asia,PayPal,279,3450,69,71.81,4.16,29,Fixed,75.44,43
917,"Customer Support",Toptal,Expert,UK,"Bank Transfer",158,5369,32.71,64.72,4.03,63,Hourly,73.64,376
918,"App Development",Upwork,Expert,"Middle East",Crypto,57,6782,48.44,97.42,4.52,84,Hourly,67.37,294
919,"Digital Marketing",PeoplePerHour,Intermediate,Europe,"Mobile Banking",183,6724,44.17,88.18,3.56,26,Hourly,72.17,395
920,"App Development",Upwork,Expert,"Middle East",PayPal,244,1135,27.39,57.01,3.71,59,Fixed,23.95,103
921,"Web Development",PeoplePerHour,Intermediate,Asia,Crypto,141,5496,84.09,93.42,4.79,49,Hourly,29.89,444
922,"Web Development",PeoplePerHour,Beginner,Europe,"Mobile Banking",259,4426,64.1,74.37,4.89,53,Fixed,30.23,61
923,"App Development",Freelancer,Beginner,"Middle East",Crypto,228,2013,8.56,94.73,4.79,88,Hourly,36.39,52
924,SEO,Freelancer,Expert,Europe,Crypto,184,5227,82.89,89.99,3.84,31,Hourly,37.53,308
925,"Digital Marketing",Fiverr,Beginner,Europe,"Bank Transfer",186,4622,15.07,71.26,4.56,12,Fixed,48.12,411
926,SEO,Fiverr,Beginner,Australia,Crypto,263,7593,43.35,51.12,3.95,58,Fixed,21.19,418
927,"Customer Support",PeoplePerHour,Expert,USA,"Mobile Banking",247,8957,59.27,63.43,4,36,Hourly,58.39,117
928,"Content Writing",Upwork,Beginner,Europe,Crypto,100,292,5.73,77.08,3.41,10,Fixed,21.73,320
929,"Web Development",Toptal,Expert,UK,"Mobile Banking",201,6560,67.03,81.67,4.18,6,Fixed,31.72,130
930,"Web Development",Toptal,Expert,Asia,Crypto,18,3965,67.67,62.89,3.37,7,Hourly,45.23,298
931,"Digital Marketing",Upwork,Beginner,Asia,PayPal,124,9765,66.99,56.97,3.66,31,Fixed,65.75,305
932,"Web Development",Upwork,Beginner,UK,"Bank Transfer",273,887,20.53,91.75,4.71,72,Fixed,61.76,198
933,"Content Writing",Freelancer,Beginner,Canada,PayPal,175,3373,29.29,99.22,3.41,3,Hourly,55.19,392
934,"Content Writing",Toptal,Beginner,Europe,"Bank Transfer",76,3003,28.5,76.28,3.14,47,Hourly,20.9,35
935,"Content Writing",PeoplePerHour,Beginner,Europe,"Mobile Banking",183,9587,96.21,58.58,3.14,85,Fixed,48.29,278
936,"Graphic Design",Fiverr,Intermediate,Europe,"Bank Transfer",174,1482,11.42,63.62,4.88,1,Fixed,16.12,215
937,"Content Writing",Freelancer,Beginner,"Middle East",Crypto,163,6904,45.73,50.92,4.01,45,Fixed,36.42,73
938,"Content Writing",Toptal,Intermediate,Europe,Crypto,158,7705,87.77,95.71,3.82,54,Hourly,38.95,305
939,"Graphic Design",Upwork,Expert,Europe,PayPal,86,8481,78.1,55.89,4.62,50,Hourly,12.79,54
940,SEO,Toptal,Beginner,UK,"Bank Transfer",61,8380,83.13,78.83,4.67,79,Fixed,29.18,495
941,"Customer Support",PeoplePerHour,Beginner,USA,"Mobile Banking",11,8661,97.37,63.7,3.66,7,Fixed,76.9,380
942,"Data Entry",Freelancer,Beginner,USA,"Mobile Banking",116,353,41.79,77.71,4.39,63,Fixed,76.75,11
943,"Web Development",Upwork,Expert,Canada,Crypto,52,2212,34.42,82.57,4.54,15,Hourly,34.66,82
944,"Content Writing",PeoplePerHour,Intermediate,UK,"Mobile Banking",84,6536,7.91,91.49,4.31,89,Hourly,13.02,31
945,"Web Development",Fiverr,Intermediate,Europe,Crypto,37,4152,19.25,60.32,3.3,67,Fixed,22.54,407
946,"Digital Marketing",Freelancer,Beginner,USA,Crypto,119,6924,58.39,50.55,4.75,30,Fixed,37.46,85
947,"Web Development",PeoplePerHour,Beginner,Australia,Crypto,7,1218,19.98,56.84,4.08,78,Fixed,76.34,450
948,"App Development",PeoplePerHour,Beginner,Australia,PayPal,8,465,74.95,95,3.56,68,Fixed,19.88,231
949,SEO,Upwork,Beginner,Australia,PayPal,264,5293,8.54,93.69,3.85,36,Hourly,63.45,410
950,"Customer Support",Fiverr,Expert,Europe,Crypto,46,199,29.65,79.87,3.08,67,Fixed,17.61,444
951,"Graphic Design",PeoplePerHour,Beginner,Europe,Crypto,13,6574,71.07,80.03,3.26,5,Fixed,78.69,274
952,"Web Development",Freelancer,Expert,Canada,Crypto,149,5949,29.27,83.25,4.53,25,Hourly,36.71,200
953,"Web Development",PeoplePerHour,Beginner,Asia,"Mobile Banking",101,888,74.23,58.77,3,11,Fixed,64.27,50
954,"Web Development",Toptal,Intermediate,Canada,Crypto,280,6194,99.61,95.72,3.83,72,Fixed,33.98,319
955,"Data Entry",Freelancer,Intermediate,Canada,Crypto,146,9938,80.72,70.94,4.05,66,Fixed,53.94,255
956,"Data Entry",Freelancer,Beginner,"Middle East","Bank Transfer",282,9663,37.47,69.16,3.11,28,Fixed,23.44,240
957,"Digital Marketing",PeoplePerHour,Beginner,Australia,"Bank Transfer",31,7516,90.56,75.95,4.95,60,Fixed,20.22,204
958,"Graphic Design",Upwork,Expert,Europe,"Bank Transfer",47,1370,9.86,52.35,3.45,10,Fixed,75.66,385
959,"Web Development",Freelancer,Beginner,Australia,"Bank Transfer",135,1573,73.88,58.31,3.61,50,Hourly,74.24,419
960,"Web Development",Toptal,Beginner,Canada,Crypto,220,5284,7.22,86.9,3.61,39,Fixed,72.12,476
961,"Web Development",Upwork,Beginner,Europe,"Bank Transfer",98,6194,21.58,54.14,3.46,37,Hourly,53.78,383
962,"Web Development",Upwork,Intermediate,UK,"Mobile Banking",12,602,98.82,80.16,3,63,Hourly,66.58,394
963,"Data Entry",Upwork,Expert,USA,"Mobile Banking",90,3806,39.28,62.27,4.46,61,Hourly,14.83,481
964,SEO,Freelancer,Intermediate,USA,"Bank Transfer",142,3721,82.95,69.46,4.93,85,Hourly,33.44,195
965,SEO,Upwork,Expert,Canada,PayPal,250,531,40.73,64.43,3.45,38,Fixed,31.96,451
966,"Digital Marketing",PeoplePerHour,Intermediate,Asia,"Mobile Banking",25,649,84.8,67.78,4.33,33,Fixed,54.5,243
967,"App Development",Upwork,Beginner,Australia,"Mobile Banking",269,7727,96.72,85.95,4.48,75,Fixed,34.92,319
968,"Content Writing",Toptal,Intermediate,UK,"Bank Transfer",152,9406,46.38,64.86,4.7,45,Fixed,20.4,0
969,"Graphic Design",Fiverr,Intermediate,Europe,"Bank Transfer",188,9245,58.14,78.32,3.85,44,Hourly,51.75,88
970,SEO,Toptal,Expert,Asia,Crypto,231,2032,64.72,73.8,3.61,1,Hourly,67.01,281
971,"App Development",Freelancer,Expert,Australia,"Mobile Banking",296,1684,93.81,83.18,3.65,53,Hourly,36.75,138
972,"Customer Support",Upwork,Intermediate,Canada,"Bank Transfer",40,7880,29.39,96.84,4.43,47,Fixed,19.26,86
973,"Customer Support",Upwork,Expert,Australia,"Bank Transfer",250,3047,63.07,86.63,4.63,33,Hourly,23.77,1
974,"Web Development",PeoplePerHour,Expert,Canada,Crypto,77,736,35.85,60.75,3.36,67,Fixed,26.62,466
975,"Customer Support",Upwork,Expert,"Middle East","Mobile Banking",154,5579,25.61,51.56,3.74,15,Hourly,30.99,348
976,SEO,Toptal,Expert,USA,"Bank Transfer",5,1809,13.07,63.11,4.8,14,Fixed,55,167
977,"Digital Marketing",Freelancer,Expert,Asia,Crypto,73,7073,63.97,79.75,4.61,23,Hourly,52.07,118
978,"Content Writing",Fiverr,Intermediate,USA,"Bank Transfer",297,6258,88.8,52.57,4.97,54,Hourly,58.73,499
979,SEO,Upwork,Expert,Australia,PayPal,234,7284,38.38,74.82,4.51,8,Fixed,35.38,387
980,"Digital Marketing",Fiverr,Beginner,UK,PayPal,215,2530,57.5,79.84,3.79,54,Hourly,67.68,79
981,"Customer Support",Upwork,Intermediate,Europe,"Bank Transfer",76,9579,66,66.71,4.18,36,Hourly,24.29,110
982,"Data Entry",Freelancer,Intermediate,Canada,"Mobile Banking",100,7526,44.39,88.55,4.32,84,Fixed,42.83,164
983,"Content Writing",Toptal,Intermediate,Europe,PayPal,88,7820,90.82,55.33,3.16,52,Hourly,66.07,381
984,"Digital Marketing",Freelancer,Expert,USA,Crypto,232,164,39.46,53.76,4.09,6,Hourly,22.61,444
985,"App Development",Fiverr,Beginner,UK,"Bank Transfer",240,618,16.88,86.41,4.42,28,Hourly,17.69,218
986,SEO,Upwork,Expert,UK,Crypto,297,9795,18.68,74.77,3.33,50,Hourly,71.86,4
987,"Data Entry",Fiverr,Intermediate,Europe,PayPal,226,8001,89.63,84.42,4.56,38,Fixed,34.01,398
988,"App Development",Toptal,Intermediate,USA,"Mobile Banking",227,2739,98.86,71.74,4.17,30,Fixed,57.87,214
989,"Digital Marketing",Freelancer,Intermediate,Europe,Crypto,285,4640,32.45,62.32,4.9,81,Hourly,11.77,496
990,"Digital Marketing",Fiverr,Intermediate,Australia,PayPal,225,3390,18.64,90.96,3.08,73,Fixed,58.3,194
991,"Customer Support",Fiverr,Expert,UK,PayPal,220,3038,50.81,89.97,3.53,54,Hourly,32.13,465
992,"App Development",Toptal,Beginner,UK,PayPal,235,3201,72.41,84.73,4.2,71,Fixed,13.9,490
993,SEO,Upwork,Beginner,Australia,Crypto,173,3065,63.18,63.61,3.59,46,Hourly,52.69,281
994,"Content Writing",Fiverr,Intermediate,USA,PayPal,46,9063,95.36,79.51,4.43,28,Hourly,26.86,5
995,"Data Entry",Toptal,Beginner,UK,"Bank Transfer",262,6395,82.69,68.05,4.52,17,Fixed,37.08,378
996,"Customer Support",Upwork,Intermediate,Asia,PayPal,200,3624,87.55,54.58,3.21,48,Hourly,15.64,299
997,"Web Development",Upwork,Intermediate,"Middle East","Bank Transfer",100,7888,56.46,95.87,4.03,44,Hourly,20.3,57
998,"Graphic Design",Freelancer,Beginner,"Middle East","Mobile Banking",18,1658,36.09,56.84,4.02,60,Hourly,30.86,336
999,"Content Writing",Toptal,Intermediate,"Middle East","Bank Transfer",117,609,71.66,97.51,3.74,60,Hourly,16.28,301
1000,"Customer Support",Upwork,Beginner,Canada,"Mobile Banking",81,6671,46.71,72.3,4.87,5,Fixed,73.76,101
